friendlier_id_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,field_name,field_type_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,definition_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,friendlier_id_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields2,definition_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields2,match_status,unmatched_source
b1g_joGbEOvFDroC,LF_ELI_CB50_O,esriFieldTypeInteger,LF_ELI_CB50_O,b1g_joGbEOvFDroC,Renter occupied AND household income is less than or equal to 30% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,LF_LI_CB50_O,esriFieldTypeInteger,LF_LI_CB50_O,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,LF_MI_CB50_O,esriFieldTypeInteger,LF_MI_CB50_O,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,Shape__Area,esriFieldTypeDouble,Shape__Area,,,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields
b1g_joGbEOvFDroC,Shape__Length,esriFieldTypeDouble,Shape__Length,,,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields
,STUSAB,,,b1g_joGbEOvFDroC,State abbreviation,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields2
,PLACE,,,b1g_joGbEOvFDroC,Census 5-digit Place Code,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields2
,SHAPE,,,b1g_joGbEOvFDroC,The characteristic appearance or visible form of a geographic object as represented on a map,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields2
,SHAPE.AREA,,,b1g_joGbEOvFDroC,Area of the shape in square meters,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields2
,SHAPE.LEN,,,b1g_joGbEOvFDroC,Length of the shape's outer line in meters,unmatched,hud_acs_5yr_chas_estimate_data_by_county_2016-2020_fields2
